Id,SalePrice
2012,139299.9380833116
506,228848.11826672987
2865,203558.55126705044
2367,111869.37599475078
554,94851.10119393
238,138484.75247693784
1954,100003.8990147485
2488,127376.63059564348
2291,99887.60863511328
1969,70816.73687691687
2725,177587.0785541877
1482,167415.42415728958
2763,217777.65591072946
503,260747.02780025575
1584,246512.64287941525
1531,181781.39861532862
2210,204935.73658741222
459,349675.82448981656
556,131587.99854674115
1347,140973.9638798925
1290,70590.82388997044
1388,108183.47008273346
1571,197633.04156580713
2754,218328.13312918524
765,120097.14592800492
2494,120679.76449200208
2870,224228.31391136604
7,279981.65017549787
1114,238392.71388166692
2418,280425.1108428308
291,116291.07850386758
18,377937.07336915575
39,352645.3938088645
1001,320199.31482492393
2442,250815.27423474265
616,131563.82243243506
2680,55714.30619594762
1414,130030.66078398481
289,146870.65655210157
40,284816.5320068081
860,127898.4426780916
409,126251.27538513546
673,161987.36333484136
2427,184114.7877623935
2036,199489.23039503093
2564,143699.6091182921
642,202953.19648874208
1008,174249.00408845098
1908,159258.83675794484
2519,213059.98134492798
1369,90802.43707580266
2855,183761.02309260957
712,94215.15918921292
1943,124164.93347178034
1958,133761.3377989039
107,171119.5969789342
2295,192738.37100437572
704,109163.7493730014
676,139962.68630046988
259,175238.66550489332
93,284169.7197167388
106,235559.82567906877
2315,181575.87811998435
1050,104173.79663232637
1095,191330.1361741072
2709,153980.92923064556
758,165917.3313652225
1496,163247.36142388984
2370,124869.34655180626
2458,260824.45501532822
2733,146394.62069979231
161,279893.85331634973
726,161205.32454114698
845,219691.53400832362
947,259576.4967256721
2232,125519.42882464177
2563,136049.37556090546
2299,159531.68619498686
211,100536.6741774286
605,190649.91583473032
1478,206543.53693371348
2247,283967.1292059022
2274,227277.23885551578
2869,220491.59752445918
967,228138.1706323394
2656,106455.52769191843
667,245184.3120282679
1042,116455.41097059156
2023,172791.20694466072
2447,362504.5943196562
2055,111978.99629280207
2275,285658.62152563984
2204,199239.34695273472
1563,278114.7664519687
483,250524.34063603712
796,145131.42029834402
1526,165512.13343739923
2042,142642.47814478714
442,347157.47797563433
1693,318943.06582238205
1468,215960.16819284574
1430,173451.13350876255
2605,187458.17815468388
1529,204644.4636014984
335,135980.96055128146
1287,119292.65848993912
31,112936.35593140955
1785,293570.1134124248
82,154519.50369153827
2620,135495.10106413363
252,190556.3261214543
721,75001.54528357933
2165,202788.99348529935
2316,168795.76303433534
775,122372.63007175032
1558,113437.12958144463
17,204269.10926188913
1022,246213.29371321225
925,135193.99773208806
438,312088.47143177496
1270,138714.52022273012
1272,117921.00070395049
215,134843.12459504325
266,231691.7246383172
2402,289742.3158878559
1250,126278.18856289693
1984,141475.79006473522
1279,143827.7182965541
377,242444.25886340567
1252,126583.48288290013
2156,266257.90639636834
499,328464.28625963733
1374,122241.15543042892
2898,255553.96166114905
401,101608.02605898565
2721,188521.22848693834
2078,242967.9460620835
2589,117455.41658577105
1946,243693.77989418476
1334,120367.22973356972
2781,249033.48104098171
431,381961.015527364
576,212635.0997850229
1474,210761.06964465327
2254,132069.8620068369
2155,276648.97042694234
885,84456.08561820132
643,131277.68564668676
1944,128913.72857542353
480,207179.25770608743
2845,110635.5556828836
2387,318275.51102838933
2407,244270.66434952378
2527,173958.05474815538
2514,160933.284318274
629,184171.51963564544
80,192497.89594612128
1876,143956.6004702766
1546,122846.74218676108
2518,185110.6110328462
2347,160934.08708584617
783,180258.35330221913
1322,49600.07680289104
194,73800.76018685695
1770,307483.1887818974
2143,131525.96982168898
1229,203602.28184339454
511,281496.0952171426
46,246343.9711975364
1348,161636.7561516059
2465,198384.70270493973
387,235645.45308594618
873,220157.2366285964
1918,107448.47537842124
2764,224923.79839002906
2184,123701.05240145474
934,159209.1213218755
1920,126795.48009020186
2631,151104.95372408992
1768,501466.2469870286
2040,134325.10717348004
1749,225199.28136737845
834,226161.45471439464
1457,255750.5795784589
79,104891.26945585382
2302,102995.53317942495
1817,116311.14333470303
2755,252263.91601112322
359,163120.26814921305
2059,113923.19825035801
2092,232433.75498591538
2516,247611.10048117687
150,102754.76749039575
1656,142787.6517186422
83,95098.52539998015
2411,193269.65403992598
795,50908.818645089836
2312,238939.5594226682
2917,82803.80627690046
1624,184026.71071411858
2215,292702.9649977268
1211,149980.45191171422
1485,173542.61907045802
1024,177146.22213658923
570,219276.07495118876
2874,145712.4293158002
700,170374.35063515726
2756,225161.24375434464
2022,181454.3931173976
583,213253.10014011388
2392,335012.00920870394
2424,210653.36101433696
212,105837.80682104145
736,138242.8456026952
1610,171419.79162695567
890,131377.85043878038
467,186020.33066461395
578,228891.54800749983
1747,173435.16917654854
1149,172152.37781368647
2758,244742.58462464385
857,138350.51827955391
2219,277265.33152214944
733,121238.06967711158
2909,128044.49113879268
1798,271147.6236772529
235,146268.8054588844
2366,139808.82482062187
1027,124641.51137361208
1195,143772.6268409921
1303,17378.41519666041
148,187782.68498920326
608,157801.34205753787
2515,190841.36924081272
821,277891.1800233236
2500,276477.808970985
745,127402.32925537454
741,146893.10844760513
1611,123549.8669567214
2532,113758.92524053922
1081,230234.62070424794
1692,407824.54093358736
2520,193502.69316466944
276,98070.04020527955
1992,122993.26753166186
663,1889.7830179461162
418,123742.70136189443
1733,190470.41081518843
2359,141459.25528965885
253,203403.29219753447
1518,165233.43837581415
2035,148665.30910235405
2919,89977.4414168538
1540,232153.0279904282
2120,149180.91968782706
1674,203544.64627810373
256,134854.665227873
2361,95666.19771331789
978,80402.49654123897
2280,158553.10546345817
2095,226835.0951307813
1709,331755.7121237484
2801,220063.98672409094
1246,96180.78779521724
2373,114989.59519049751
1055,295014.2529603799
2017,118717.10318290658
1099,306650.06421449455
1344,71054.01007439596
835,177798.76865896996
1117,222933.13866934186
2043,72576.15636773959
2085,139506.20576023211
410,152304.46751842854
2650,111072.53575574596
2867,180856.53420342802
1668,104185.13634376854
1161,183760.61267962612
2122,179054.64834569008
2539,146216.50723826047
1047,135678.911383126
1445,114392.20184797703
541,120230.50589854017
569,252020.60184456984
1276,111285.9873262449
918,157853.42066866765
326,182502.89832866134
1936,112659.55237777189
895,95938.50367149139
257,134497.70238441977
1241,177063.6705740868
1545,117587.8875659986
1189,186924.08262451636
270,160019.0233920284
2066,216654.48635099677
693,103814.07352671641
1259,183768.8167591771
2916,160387.7927956652
2321,291849.3502815478
1977,101064.7253069999
1895,160413.82097211276
1240,163868.02209924228
85,147352.48603944766
1823,123786.0003109053
825,281048.2170660986
110,231089.17186225485
697,112021.79024374482
2297,90682.48643039822
1231,135482.5025267346
1355,142953.22275322626
968,337651.46877656324
584,207549.2348346197
1315,137477.4215004572
1606,140925.8420393577
206,93712.35056535313
1685,344827.59325001907
2016,149336.9643052585
869,217327.35607267782
2135,115864.99141960853
2346,172498.84852372247
2430,231010.00428251174
2198,99481.99889687187
2652,107800.71511044468
27,108787.36204122144
241,165690.60354823567
906,130956.17749321405
1506,109003.08323051114
2098,330898.09667914244
1435,206832.46228647756
2213,118768.06356757646
1274,121366.72562928003
743,30366.541592335096
1737,201947.12060203453
2797,270135.8874526437
2185,65363.83753884895
58,161507.18824793905
830,204205.2659292633
808,98855.04963010651
680,165612.27436355304
1153,100544.74022808239
1291,150881.81145952977
1818,141523.3963081378
2161,190374.77799975043
1883,127557.08151478972
350,379743.6869056021
2473,132681.52714541455
295,210270.48807285758
293,188854.6037947704
859,112128.12097600705
288,75654.6056055612
1578,139913.3346202495
102,212216.6268907165
2831,186648.182325244
1030,179611.2301324619
2551,131654.3910126891
1286,147123.59914552557
958,296857.9876479707
776,117506.8351805785
72,220829.5252130053
2263,268207.6805360425
1866,137097.33445503918
2876,67731.92657115702
2146,271775.2876142184
103,179208.21333752436
1500,145448.4606673873
492,176304.78120883633
167,138228.22073350634
2597,104976.99201276919
2685,127337.85058004675
1035,136747.2923615083
1220,29815.04827856514
2602,143159.67203991627
2159,222568.4252136749
695,143284.86310252367
1109,265044.7189750053
640,192574.9708973033
1652,151757.71499866748
2090,168930.0694516997
1188,205823.4886523705
2345,214356.56242360212
1059,375375.1884501871
2751,243540.24858371154
128,235272.6413440765
1523,172589.45805518524
2925,163407.45499974574
2145,302288.12148589117
1121,222001.40659718012
566,308732.2685125089
565,231934.79582879634
1331,147222.37019447132
2928,110990.52472339592
156,142668.27197128095
797,164816.43929496672
327,101628.49170557134
2859,161623.46477236075
1453,97297.8080884493
1762,341055.4338028509
1868,188835.38004078806
1760,180544.50030143827
1113,255902.1796225467
1812,189926.93158369127
117,159757.3839367957
1142,203809.4574286403
2342,383776.32667625113
927,150803.67208708616
2478,187042.39481901372
655,72799.57265641753
2064,102075.54545897119
369,288053.3998064082
2239,131700.93362503021
2732,198283.39129158016
1653,156231.42182958033
959,203236.43959740165
2395,331665.0275458436
1412,98902.34652653888
271,256037.18896315945
1484,172060.66309527608
1497,145729.40165197468
552,142780.19991261084
2,117057.58505812794
1855,294518.9805368583
4,264309.8488457207
2292,156372.67060996793
134,150620.3249089341
646,121126.22177471608
42,326805.1788866918
532,225482.10879187184
713,108217.6452514611
2561,125059.78115117076
2360,126973.7067954835
1333,116178.16052554743
1407,192967.25432202223
2892,287808.21803494554
574,238415.48736800754
1227,181049.2291327705
2591,236900.31895307865
1476,216012.77190360392
1125,279508.5654068904
1446,134751.4319887895
408,116237.40358138137
1101,290563.1835627392
2251,214616.84618337598
373,196002.78208985014
2554,118241.09760135034
2382,302335.2704854665
1985,79233.77385969755
519,222150.67859586843
1093,200381.19755213047
864,263295.1428480052
2889,141105.05076641132
2308,219097.93985828795
986,147547.27748915617
1302,153975.52078182722
585,150440.2937835429
2708,146817.03518084585
147,138049.54155929855
1441,227705.65290190856
383,160416.06792932784
285,177843.53475768832
181,111475.13528490564
358,197044.14840098622
780,175255.159065655
258,192399.2654225329
1865,222460.79944816665
692,122385.98853422745
2902,311510.38482241833
508,276257.70603563386
2638,146945.71868579462
36,150731.71694256287
611,179716.243716288
2281,126525.6986787185
1678,124649.58209048229
1696,421620.4944716655
1557,74291.94076611256
2180,149615.5423703816
1726,264509.5995940652
951,130351.37414793021
267,241812.5471671042
2706,144910.65739953244
2221,233680.3301142817
1357,165191.94249067467
2901,297488.98926785093
347,168827.82534414236
2164,193965.25575247427
1586,301403.81521789276
360,162105.9924664003
1769,239917.18638258125
2617,128509.66687667521
1879,165805.4946453634
991,211994.4610150089
1535,126116.45396534746
1191,162289.74356167254
1579,217406.36421800178
1882,136772.80257122085
1510,137348.80325782293
2196,175912.81821062736
1845,198793.98064379542
2336,386430.858463592
942,92218.72177280101
861,113332.1835511412
2555,100997.76475395552
1392,163177.17301782835
2099,281750.9545508805
1543,135801.68563587824
948,276123.5844897196
1239,155916.4923723883
22,164261.12362374255
2796,255206.94111367053
2747,178273.36517817437
92,298095.46636536164
210,162928.54151153163
1858,220004.36195269675
2228,168654.78758022268
447,259743.33098824273
827,249954.7113999072
1649,209216.36816449228
682,133784.83930112908
2698,114384.4700390056
494,159758.61849550737
214,116472.01841621178
2441,238629.026752871
2679,115883.68898232379
1336,130756.13394330813
465,187763.47464715704
1524,148364.69060748734
2543,105401.41704010511
631,144409.28913821038
2452,314267.64336758817
228,163223.18747608754
126,171295.40214365235
1092,247047.8249629675
1122,213526.65049251667
932,231899.2120714811
1980,88087.79065033888
2171,114483.01892556417
551,145278.45137891438
2768,167456.55318470855
2056,115500.97554967145
1159,356908.3050124375
2645,160489.98955805428
1174,180054.11517929938
2266,222196.69260861725
2462,323338.4972616447
1219,132181.9064359617
2922,195545.74128009452
118,149874.87137709942
474,192935.42583155585
2576,159053.5669912044
872,272927.34859363036
1077,264285.7567912436
1536,157155.03273227604
1150,125933.28598597963
2341,341974.5940426559
1931,126865.84839527869
2785,117284.98854392851
2538,116002.97073027503
597,213284.2645540967
464,223109.98086587936
233,228209.44764431482
2169,124708.64824088852
2123,148770.01100483915
1867,174503.83439518962
137,261817.75677161175
515,211756.75217489892
933,133359.67354281558
2784,152656.21996166423
972,174458.8916846741
599,163819.0304740419
2614,114310.45997210807
2582,136139.19991211814
1409,171692.14327639842
175,110352.47505433898
352,267641.1424421581
976,90452.3287632264
2134,202600.98785835452
984,98415.90415162618
2396,326154.914726878
1673,143197.5861890314
404,137183.134659058
607,179422.06690257005
814,157845.05680727668
868,204195.71060103472
2271,233055.69842902233
1633,293835.8693131449
337,193380.44186198513
2765,179854.29181073976
1746,239233.05442659772
368,377087.0304706539
2806,208803.05879723493
1662,179625.21312213785
1234,228998.85139447916
1373,130229.44859477172
1672,100570.56481040704
1939,119995.11455911485
